"","Gender","Age","Educational_Attainment","Industry","Country","Year","Employment_Rate","Population","Industry_name","Country_Name","Educational_Attainment_FullForm","Gender_Pay_Gap","Educational_Field","Educational_Level","sex","Number_of_Student"
"55229","Female","Y20-24","ED0-2","D","IT",2020,21.4,15.9,"Electricity, gas, steam and air conditioning supply","Italy","Less than primary, primary and lower secondary education (levels 0-2)",22.9,"Engineering and construction","Master","M",69966
"55238","Female","Y55-64","ED5-8","M","AT",2016,63.2,15.2,"Professional, scientific and technical activities","Austria","Tertiary education (levels 5-8)",21.9,"
Mathematics","Doctor","M",238
"55240","Male","Y20-24","ED0-2","R","FI",2013,37,48,"Arts, entertainment and recreation","Finland","Less than primary, primary and lower secondary education (levels 0-2)",22.5,"Engineering and construction","Bachelor","M",38380
"55297","Male","Y55-64","ED0-2","B-N","PL",2015,36.1,17.5,"Business economy","Poland","Less than primary, primary and lower secondary education (levels 0-2)",11.2,"Software development","Bachelor","F",3960
"55303","Male","Y30-54","ED0-2","B-N","NL",2016,78.3,8.7,"Business economy","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",22.9,"Management and administration","Bachelor","M",58115
"55316","Female","Y15-64","ED5-8","B-N","DK",2020,85.2,37.5,"Business economy","Denmark","Tertiary education (levels 5-8)",5.8,"
Mathematics","Bachelor","M",898
"55318","Male","Y30-54","ED0-2","B-N","DE",2016,72.2,18.8,"Business economy","Germany","Less than primary, primary and lower secondary education (levels 0-2)",21.9,"Management and administration","Master","F",7768
"55319","Male","Y30-54","ED5-8","B-N","FR",2021,92.7,30.8,"Business economy","France","Tertiary education (levels 5-8)",-1.9,"
Information Technologies","Bachelor","M",25558
"55343","Male","Y15-64","ED0-2","O","FI",2019,43.3,47,"Public administration and defence; compulsory social security","Finland","Less than primary, primary and lower secondary education (levels 0-2)",11.8,"
Information Technologies","Bachelor","F",3728
"55392","Female","Y30-54","ED0-2","J","DK",2017,53.7,19.6,"Information and communication","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",8.8,"Engineering and construction","Bachelor","F",4849
"55420","Male","Y30-54","ED5-8","B-N","DK",2013,92.6,26,"Business economy","Denmark","Tertiary education (levels 5-8)",4.3,"
Information Technologies","Bachelor","F",1494
"55421","Female","Y20-29","ED3_4GEN","H","FR",2017,39,9.9,"Transportation and storage","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",2,"
Information Technologies","Bachelor","M",22561
"55481","Male","Y20-29","ED3_4GEN","B-N","DK",2019,66.5,20.5,"Business economy","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",5.7,"
Information Technologies","Master","F",1730
"55496","Male","Y15-64","ED0-2","P","UK",2015,64.3,88.1,"Education","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",10.6,"
Information Technologies","Bachelor","F",10949
"55509","Male","Y20-24","ED3_4GEN","B-N","FI",2017,49.9,29.4,"Business economy","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",17.4,"Engineering and construction","Bachelor","M",34793
"55533","Male","Y20-29","ED5-8","B-N","FR",2021,76.9,7.2,"Business economy","France","Tertiary education (levels 5-8)",-1.9,"Biological science","Master","F",16409
"55536","Male","Y20-24","ED0-2","R","FR",2017,40.3,20.9,"Arts, entertainment and recreation","France","Less than primary, primary and lower secondary education (levels 0-2)",13.9,"Software development","Bachelor","M",0
"55537","Male","Y20-24","ED5-8","B-N","AT",2021,70,21.3,"Business economy","Austria","Tertiary education (levels 5-8)",27.2,"Biological science","Bachelor","M",2482
"55538","Male","Y30-54","ED5-8","B-N","DE",2020,94.1,20.1,"Business economy","Germany","Tertiary education (levels 5-8)",7.7,"
Information Technologies","Bachelor","M",141239
"55557","Male","Y20-29","ED5-8","B-N","DE",2018,84.6,11.8,"Business economy","Germany","Tertiary education (levels 5-8)",20.8,"Software development","Doctor","F",0
"55566","Female","Y30-54","ED5-8","K","DK",2013,89.8,28.7,"Financial and insurance activities","Denmark","Tertiary education (levels 5-8)",7.9,"
Information Technologies","Master","F",1198
"55569","Male","Y55-64","ED5-8","B-N","FI",2021,78.4,31.2,"Business economy","Finland","Tertiary education (levels 5-8)",19.1,"Biological science","Bachelor","M",529
"55586","Female","Y20-24","ED3_4GEN","E","PL",2018,34.6,44.6,"Water supply; sewerage, waste management and remediation activities","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",24.4,"Management and administration","Master","M",20643
"55603","Female","Y20-24","ED5-8","F","IE",2018,79.1,32.2,"Construction","Ireland","Tertiary education (levels 5-8)",21.5,"
Information Technologies","Doctor","M",273
"55674","Male","Y20-24","ED3_4GEN","B-N","PL",2016,38.5,23.7,"Business economy","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",-4.5,"Software development","Bachelor","M",30854
"55688","Male","Y15-64","ED5-8","P","AT",2016,86.2,5.1,"Education","Austria","Tertiary education (levels 5-8)",8.3,"Biological science","Doctor","M",386
"55708","Female","Y20-24","ED5-8","F","NL",2014,73.7,20.1,"Construction","Netherlands","Tertiary education (levels 5-8)",7.3,"Engineering and construction","Bachelor","F",8150
"55709","Female","Y20-29","ED5-8","H","DK",2016,75.8,39.5,"Transportation and storage","Denmark","Tertiary education (levels 5-8)",5.3,"Management and administration","Doctor","M",0
"55711","Female","Y20-24","ED0-2","D","NL",2019,55.6,13.9,"Electricity, gas, steam and air conditioning supply","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",10.8,"
Information Technologies","Doctor","M",259
"55729","Male","Y55-64","ED0-2","B-N","FR",2021,42.5,13.9,"Business economy","France","Less than primary, primary and lower secondary education (levels 0-2)",16.4,"Biological science","Doctor","M",2729
"55766","Female","Y20-29","ED0-2","G","FR",2018,34.5,15.1,"Wholesale and retail trade; repair of motor vehicles and motorcycles","France","Less than primary, primary and lower secondary education (levels 0-2)",9.9,"Software development","Master","F",6
"55815","Female","Y20-29","ED5-8","I","IT",2015,43.3,50.2,"Accommodation and food service activities","Italy","Tertiary education (levels 5-8)",13.5,"Engineering and construction","Doctor","F",2472
"55816","Female","Y15-64","ED5-8","B-N","IT",2020,74.3,19.7,"Business economy","Italy","Tertiary education (levels 5-8)",26.2,"
Information Technologies","Master","M",5217
"55841","Male","Y20-29","ED0-2","B-N","UK",2015,68.3,35.5,"Business economy","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",26,"Engineering and construction","Doctor","M",12126
"55852","Female","Y55-64","ED0-2","M","IT",2021,27.2,49.4,"Professional, scientific and technical activities","Italy","Less than primary, primary and lower secondary education (levels 0-2)",10.7,"Software development","Doctor","M",0
"55870","Male","Y20-29","ED0-2","B-N","EL",2014,50.7,14.5,"Business economy","Greece","Less than primary, primary and lower secondary education (levels 0-2)",12.1,"
Information Technologies","Bachelor","F",8854
"55878","Female","Y20-29","ED5-8","H","AT",2016,78.4,13.5,"Transportation and storage","Austria","Tertiary education (levels 5-8)",14.5,"Software development","Master","M",382
"55880","Male","Y20-29","ED0-2","B-N","FR",2021,49.5,36.3,"Business economy","France","Less than primary, primary and lower secondary education (levels 0-2)",21.7,"Engineering and construction","Bachelor","M",70082
"55892","Male","Y20-29","ED5-8","B-N","NL",2021,86,18.4,"Business economy","Netherlands","Tertiary education (levels 5-8)",19.3,"Management and administration","Bachelor","F",39125
"55915","Male","Y20-29","ED5-8","B-N","AT",2017,77.8,6.7,"Business economy","Austria","Tertiary education (levels 5-8)",15,"
Mathematics","Master","F",214
"55925","Male","Y20-29","ED0-2","B-N","DK",2019,58.2,15.7,"Business economy","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",9,"Software development","Master","M",0
"55933","Male","Y20-24","ED5-8","B-N","DK",2021,68.6,14.6,"Business economy","Denmark","Tertiary education (levels 5-8)",8,"
Mathematics","Bachelor","F",465
"55935","Male","Y30-54","ED5-8","B-N","PL",2020,96.1,36.9,"Business economy","Poland","Tertiary education (levels 5-8)",3.3,"Software development","Doctor","F",59
"55940","Female","Y15-64","ED0-2","B-N","PL",2018,16.9,12.8,"Business economy","Poland","Less than primary, primary and lower secondary education (levels 0-2)",18.4,"
Mathematics","Doctor","M",203
"55965","Female","Y55-64","ED5-8","N","EL",2018,44.1,48.7,"Administrative and support service activities","Greece","Tertiary education (levels 5-8)",17,"
Mathematics","Master","F",343
"55972","Male","Y55-64","ED5-8","B-N","FI",2017,73.5,34.6,"Business economy","Finland","Tertiary education (levels 5-8)",17.4,"
Mathematics","Bachelor","F",864
"55973","Female","Y30-54","ED5-8","L","NL",2021,88.1,30.4,"Real estate activities","Netherlands","Tertiary education (levels 5-8)",1,"
Information Technologies","Bachelor","F",4055
"55999","Female","Y20-24","ED0-2","D","UK",2014,40.3,16.5,"Electricity, gas, steam and air conditioning supply","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",23.9,"Biological science","Master","F",13318
"56000","Male","Y20-24","ED3_4GEN","B-N","DE",2020,52.7,11.9,"Business economy","Germany","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",14,"
Mathematics","Bachelor","F",13046
"56040","Female","Y15-64","ED0-2","B","NL",2017,50.9,26.2,"Mining and quarrying","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",10.7,"Biological science","Master","F",3466
"56050","Female","Y15-64","ED5-8","B-N","FI",2017,82.4,41.3,"Business economy","Finland","Tertiary education (levels 5-8)",18.3,"Software development","Master","F",0
"56052","Male","Y55-64","ED5-8","B-N","AT",2021,77,7.2,"Business economy","Austria","Tertiary education (levels 5-8)",7.2,"Software development","Bachelor","M",2256
"56066","Male","Y30-54","ED0-2","B-N","AT",2020,67.5,15.2,"Business economy","Austria","Less than primary, primary and lower secondary education (levels 0-2)",14.5,"Engineering and construction","Master","M",10032
"56070","Female","Y15-64","ED0-2","B","PL",2014,16.6,14.9,"Mining and quarrying","Poland","Less than primary, primary and lower secondary education (levels 0-2)",14.5,"Biological science","Doctor","F",1234
"56076","Female","Y15-64","ED0-2","B","IT",2021,28.6,36.7,"Mining and quarrying","Italy","Less than primary, primary and lower secondary education (levels 0-2)",62.1,"Biological science","Master","F",18598
"56079","Male","Y30-54","ED5-8","B-N","PL",2013,94.1,44.3,"Business economy","Poland","Tertiary education (levels 5-8)",0.2,"Biological science","Master","M",648
"56081","Male","Y55-64","ED0-2","B-N","IT",2019,52.9,31.6,"Business economy","Italy","Less than primary, primary and lower secondary education (levels 0-2)",7.9,"
Mathematics","Master","F",1722
"56111","Male","Y15-64","ED5-8","P","DK",2021,89.7,22.8,"Education","Denmark","Tertiary education (levels 5-8)",16.4,"Software development","Doctor","F",0
"56118","Female","Y20-24","ED3_4GEN","E","FR",2016,29.4,32.6,"Water supply; sewerage, waste management and remediation activities","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",18,"
Information Technologies","Bachelor","F",3435
"56120","Female","Y15-64","ED0-2","B","AT",2019,43.9,20.5,"Mining and quarrying","Austria","Less than primary, primary and lower secondary education (levels 0-2)",22.7,"
Mathematics","Master","F",204
"56151","Female","Y55-64","ED5-8","N","DE",2019,79.6,21.9,"Administrative and support service activities","Germany","Tertiary education (levels 5-8)",20.5,"
Mathematics","Master","F",18961
"56152","Male","Y55-64","ED0-2","B-N","FI",2015,45,17.2,"Business economy","Finland","Less than primary, primary and lower secondary education (levels 0-2)",15.2,"
Mathematics","Bachelor","M",1642
"56153","Male","Y20-24","ED5-8","B-N","DK",2016,69.7,19.3,"Business economy","Denmark","Tertiary education (levels 5-8)",9.7,"
Information Technologies","Master","M",3197
"56177","Female","Y30-54","ED5-8","L","NL",2016,87.9,40,"Real estate activities","Netherlands","Tertiary education (levels 5-8)",30.1,"Engineering and construction","Bachelor","F",9389
"56204","Female","Y20-24","ED0-2","C","FI",2019,29.2,11.5,"Manufacturing","Finland","Less than primary, primary and lower secondary education (levels 0-2)",15,"Engineering and construction","Master","M",7829
"56232","Male","Y30-54","ED5-8","B-N","AT",2020,93.8,14.6,"Business economy","Austria","Tertiary education (levels 5-8)",5,"Engineering and construction","Bachelor","F",8747
"56247","Male","Y20-29","ED3_4GEN","B-N","NL",2015,63.1,6.9,"Business economy","Netherlands","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",19.3,"Biological science","Master","F",2838
"56250","Female","Y20-29","ED0-2","G","IE",2018,27.1,11.5,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Ireland","Less than primary, primary and lower secondary education (levels 0-2)",21.5,"Engineering and construction","Doctor","F",402
"56251","Male","Y20-29","ED3_4GEN","B-N","FR",2014,40.2,22.6,"Business economy","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",13.3,"Engineering and construction","Bachelor","M",32814
"56262","Female","Y30-54","ED0-2","J","DE",2016,56.1,5.5,"Information and communication","Germany","Less than primary, primary and lower secondary education (levels 0-2)",26.2,"Engineering and construction","Doctor","M",27900
